,agency_name,ori
5636,Waveland Police Department,MS0230300
5637,Heidelberg Police Department,MS0310200
5638,Adams County Sheriff's Office,MS0010000
5639,Florence Police Department,MS0610600
5640,Lowndes County Sheriff's Office,MS0440000
5641,Byram Police Department,MS0253200
5642,Carthage Police Department,MS0400100
5643,Booneville Police Department,MS0590100
5644,Vaiden Police Department,MS0080100
5645,Guntown Police Department,MS0410700
5646,Choctaw Tribal,MSDI05000
5647,Issaquena County Sheriff's Office,MS0280000
5648,Sandersville Police Department,MS0340300
5649,Simpson County Sheriff's Office,MS0640000
5650,Attala County Sheriff's Office,MS0040000
5651,Greene County Sheriff's Office,MS0210000
5652,Tunica County Sheriff's Office,MS0720000
5653,Marshall County Sheriff's Office,MS0470000
5654,Clarke County Sheriff's Office,MS0120000
5655,Pearl River County Sheriff's Office,MS0550000
5656,Collins Police Department,MS0160100
5657,Belzoni Police Department,MS0270100
5658,East Mississippi Community College,MS0350200
5659,University of Mississippi: Medical Center,MS0251600
5660,Tylertown Police Department,MS0740100
5661,Franklin County Sheriff's Office,MS0190000
5662,Pascagoula Police Department,MS0300300
5663,Shaw Police Department,MS0060400
5664,Coldwater Police Department,MS0690300
5665,Tchula Police Department,MS0260300
5666,Lafayette County Sheriff's Office,MS0360000
5667,Petal Police Department,MS0180200
5668,Wilkinson County Sheriff's Office,MS0790000
5669,Richland Police Department,MS0610500
5670,Columbus Police Department,MS0440100
5671,Bay Springs Police Department,MS0310100
5672,Leake County Sheriff's Office,MS0400000
5673,Natchez Police Department,MS0010100
5674,Port Gibson Police Department,MS0110100
5675,Jefferson Davis County Sheriff's Office,MS0330000
5676,Utica Police Department,MS0250400
5677,Washington County Sheriff's Office,MS0760000
5678,Horn Lake Police Department,MS0170400
5679,Batesville Police Department,MS0540100
5680,Copiah County Sheriff's Office,MS0150000
5681,Magee Police Department,MS0640100
5682,Sunflower Police Department,MS0670600
5683,Leakesville Police Department,MS0210100
5684,Itta Bena Police Department,MS0420200
5685,Aberdeen Police Department,MS0480100
5686,Gautier Police Department,MS0300600
5687,Lincoln County Sheriff's Office,MS0430000
5688,Yazoo City Police Department,MS0820100
5689,Madison Police Department,MS0450400
5690,Ripley Police Department,MS0700100
5691,Pontotoc County Sheriff's Office,MS0580000
5692,Mississippi State University,MS0530300
5693,Lexington Police Department,MS0260200
5694,Rankin County Sheriff's Office,MS0610000
5695,Oxford Police Department,MS0360100
5696,Chickasaw County Sheriff's Office,MS0090000
5697,McComb Police Department,MS0570200
5698,Humphreys County Sheriff's Office,MS0270000
5699,Tishomingo County Sheriff's Office,MS0710000
5700,Claiborne County Sheriff's Office,MS0110000
5701,Clinton Police Department,MS0250300
5702,Lamar County Sheriff's Office,MS0370000
5703,Fayette Police Department,MS0320100
5704,Verona Police Department,MS0410500
5705,Panola County Sheriff's Office,MS0540000
5706,Crystal Springs Police Department,MS0150100
5707,Mendenhall Police Department,MS0640200
5708,Byhalia Police Department,MS0470200
5709,Inverness Police Department,MS0670500
5710,Department of Marine Resources,MS0240500
5711,McLain Police Department,MS0210200
5712,Smith County Sheriff's Office,MS0650000
5713,Grenada County Sheriff's Office,MS0220000
5714,Coahoma Community College,MS0140300
5715,Benton County Sheriff's Office,MS0050000
5716,Marks Police Department,MS0600100
5717,Monroe County Sheriff's Office,MS0480000
5718,Brookhaven Police Department,MS0430100
5719,Yazoo County Sheriff's Office,MS0820000
5720,Durant Police Department,MS0260100
5721,Senatobia Police Department,MS0690100
5722,Houston Police Department,MS0090100
5723,Vicksburg Police Department,MS0750100
5724,University of Mississippi: Oxford,MS0360200
5725,Summit Police Department,MS0570300
5726,Stevensville Police Department,MT0410200
5727,West Yellowstone Police Department,MT0160400
5728,Lake County Sheriff's Office,MT0240000
5729,Chouteau County Sheriff's Office,MT0080000
5730,Conrad Police Department,MT0370100
5731,Missoula County Sheriff's Office,MT0320000
5732,Fort Peck Assiniboine and Sioux Tribes,MTDI05500
5733,Teton County Sheriff's Office,MT0500000
5734,Whitefish Police Department,MT0150200
5735,Northern Cheyenne Agency,MTDI05100
5736,Richland County Sheriff's Office,MT0420000
5737,Park County Sheriff's Office,MT0340000
5738,East Helena Police Department,MT0250200
5739,Montana Highway Patrol,MTMHP0000
5740,Ennis Police Department,MT0290100
5741,Gallatin County Sheriff's Office,MT0160000
5742,Jefferson County Sheriff's Office,MT0220000
5743,Treasure County Sheriff's Office,MT0520000
5744,Deer Lodge Police Department,MT0390100
5745,Carter County Sheriff's Office,MT0060000
5746,Phillips County Sheriff's Office,MT0360000
5747,Miles City Police Department,MT0090100
5748,Sweet Grass County Sheriff's Office,MT0490000
5749,Lewistown Police Department,MT0140100
5750,Libby Police Department,MT0270100
5751,Glacier County Sheriff's Office,MT0180000
5752,Bridger Police Department,MT0050200
5753,Colstrip Police Department,MT0440300
5754,Prairie County Sheriff's Office,MT0400000
5755,Manhattan Police Department,MT0160500
5756,Polson Police Department,MT0240100
5757,Sheridan County Sheriff's Office,MT0460000
5758,University of Montana,MT0320300
5759,Hot Springs Police Department,MT0450200
5760,Hamilton Police Department,MT0410100
5761,Kalispell Police Department,MT0150300
5762,Granite County Sheriff's Office,MT0200000
5763,Powder River County Sheriff's Office,MT0380000
5764,Great Falls Police Department,MT0070100
5765,Wibaux County Sheriff's Office,MT0550000
5766,Deer Lodge County Sheriff's Office,MT0120000
5767,Blaine County Sheriff's Office,MT0030000
5768,Madison County Sheriff's Office,MT0290000
5769,Bozeman Police Department,MT0160100
5770,Red Lodge Police Department,MT0050100
5771,Columbus Police Department,MT0480100
5772,Boulder Police Department,MT0220100
5773,Wolf Point Police Department,MT0430200
5774,Laurel Police Department,MT0560200
5775,Mineral County Sheriff's Office,MT0310000
5776,Fergus County Sheriff's Office,MT0140000
5777,Rosebud County Sheriff's Office,MT0440000
5778,Lincoln County Sheriff's Office,MT0270000
5779,Beaverhead County Sheriff's Office,MT0010000
5780,Belgrade Police Department,MT0160200
5781,Glendive Police Department,MT0110100
5782,Montana State University,MT0160600
5783,Ronan City Police Department,MT0240200
5784,Musselshell County Sheriff's Office,MT0330000
5785,Blackfeet Agency,MTDI05300
5786,Thompson Falls Police Department,MT0450300
5787,Ravalli County Sheriff's Office,MT0410000
5788,Flathead County Sheriff's Office,MT0150000
5789,Garfield County Sheriff's Office,MT0170000
5790,Havre Police Department,MT0210100
5791,Toole County Sheriff's Office,MT0510000
5792,Cascade County Sheriff's Office,MT0070000
5793,Lewis and Clark County Sheriff's Office,MT0250000
5794,Chinook Police Department,MT0030100
5795,Fairview ,MT0420200
5796,Petroleum County Sheriff's Office,MT0350000
5797,Troy Police Department,MT0270300
5798,Carbon County Sheriff's Office,MT0050000
5799,Stillwater County Sheriff's Office,MT0480000
5800,Flathead Tribal,MTDI00000
5801,Billings Police Department,MT0560100
5802,Baker Police Department,MT0130100
5803,Golden Valley County Sheriff's Office,MT0190000
5804,Judith Basin County Sheriff's Office,MT0230000
5805,Daniels County Sheriff's Office,MT0100000
5806,Valley County Sheriff's Office,MT0530000
5807,Cut Bank Police Department,MT0180200
5808,Dillon Police Department,MT0010100
5809,Dawson County Sheriff's Office,MT0110000
5810,Three Forks Police Department,MT0160300
5811,Fort Benton Police Department,MT0080100
5812,Gambling Investigations Bureau,MT0250500
5813,St. Ignatius Police Department,MT0240300
5814,Missoula Police Department,MT0320100
5815,Big Horn County Sheriff's Office,MT0020000
5816,Sanders County Sheriff's Office,MT0450000
5817,Pondera County Sheriff's Office,MT0370000
5818,Columbia Falls Police Department,MT0150100
5819,Fort Belknap Tribal,MTDI05400
5820,Plains Police Department,MT0450400
5821,McCone County Sheriff's Office,MT0280000
5822,Wheatland County Sheriff's Office,MT0540000
5823,Silver Bow County Sheriff's Office,MT0470000
5824,Broadwater County Sheriff's Office,MT0040000
5825,Livingston Police Department,MT0340100
5826,Hill County Sheriff's Office,MT0210000
5827,Helena Police Department,MT0250100
5828,Sidney Police Department,MT0420100
5829,Meagher County Sheriff's Office,MT0300000
5830,Eureka Police Department,MT0270200
5831,Liberty County Sheriff's Office,MT0260000
5832,Yellowstone County Sheriff's Office,MT0560000
5833,Powell County Sheriff's Office,MT0390000
5834,Roosevelt County Sheriff's Office,MT0430000
5835,Fallon County Sheriff's Office,MT0130000
5836,Rocky Boy's Tribal,MTDI06200
5837,Crow Agency,MTDI05000
5838,Glasgow Police Department,MT0530100
5839,Custer County Sheriff's Office,MT0090000
5840,Fromberg Police Department,MT0050300
5841,North Pole Police Department,AK0013200
5842,Unalaska Police Department,AK0013300
5843,Dillingham Police Department,AK0013000
5844,Wrangell Police Department,AK0011100
5845,Sand Point Police Department,AK0015200
5846,Hoonah Police Department,AK0013100
5847,Skagway Police Department,AK0011000
5848,St. Paul Police Department,AK0015000
5849,Palmer Police Department,AK0011700
5850,Kotzebue Police Department,AK0011600
5851,Seldovia Police Department,AK0011900
5852,North Slope Borough Police Department,AK0011800
5853,State Troopers,AKAST0100
5854,Bethel Police Department,AK0011300
5855,Valdez Police Department,AK0011200
5856,Wasilla Police Department,AK0015600
5857,Klawock Police Department,AK0013500
5858,Cordova Police Department,AK0011400
5859,Sitka Police Department,AK0010900
5860,University of Alaska: Anchorage,AK0014300
5861,Haines Police Department,AK0012100
5862,Homer Police Department,AK0012200
5863,University of Alaska: Fairbanks,AK0014200
5864,Soldotna Police Department,AK0012000
5865,Nome Police Department,AK0010600
5866,Kodiak Police Department,AK0010500
5867,Anchorage International Airport,AK0012700
5868,Seward Police Department,AK0010800
5869,Whittier Police Department,AK0012800
5870,Petersburg Police Department,AK0010700
5871,Metlakatla Tribal Police Department,AK0012500
5872,Fairbanks Police Department,AK0010200
5873,Fairbanks International Airport,AK0012600
5874,Anchorage Police Department,AK0010100
5875,Bristol Bay Borough Police Department,AK0014600
5876,Craig Police Department,AK0014500
5877,Kenai Police Department,AK0012300
5878,Ketchikan Police Department,AK0010400
5879,Juneau Police Department,AK0010300
5880,York County Sheriff's Office,VA0980000
5881,Charlotte County Sheriff's Office,VA0200000
5882,State Police,VAVSP0000
5883,Buena Vista Police Department,VA1010000
5884,Kilmarnock Police Department,VA0510100
5885,State Police: Clarke County,VA022SP00
5886,Department of Game and Inland Fisheries Enforcement Division,VA1220500
5887,Botetourt County Sheriff's Office,VA0120000
5888,State Police: Buchanan County,VA014SP00
5889,State Police: Hampton,VA111SP00
5890,Henrico County Police Department,VA0430100
5891,Glen Lyn Police Department,VA0350100
5892,State Police: Appomattox County,VA006SP00
5893,Amelia County Sheriff's Office,VA0040000
5894,Broadway Police Department,VA0820200
5895,State Police: Chesapeake,VA103SP00
5896,Falls Church Police Department,VA1080000
5897,Richard Bland College,VA0740200
5898,South Boston Police Department,VA1240000
5899,Dinwiddie County Sheriff's Office,VA0270000
5900,St. Paul Police Department,VA0960500
5901,State Police: Goochland County,VA037SP00
5902,Rural Retreat Police Department,VA0970300
5903,Middlesex County Sheriff's Office,VA0590000
5904,State Police: Fauquier County,VA030SP00
5905,Chase City Police Department,VA0580200
5906,State Police: Norton,VA118SP00
5907,Poquoson Police Department,VA0980100
5908,State Police: Page County,VA069SP00
5909,West Point Police Department,VA0500200
5910,Lord Fairfax Community College,VA0340400
5911,State Police: Shenandoah County,VA085SP00
5912,Virginia Military Institute,VA0810300
5913,Lancaster County Sheriff's Office,VA0510000
5914,Pearisburg Police Department,VA0350200
5915,State Police: Tazewell County,VA092SP00
5916,Bridgewater Police Department,VA0820100
5917,State Police: Loudoun County,VA053SP00
5918,Haysi Police Department,VA0260200
5919,Sussex County Sheriff's Office,VA0910000
5920,Prince George County Police Department,VA0740100
5921,State Police: Patrick County,VA070SP00
5922,State Police: Highland County,VA045SP00
5923,Charles City County Sheriff's Office,VA0190000
5924,Gloucester County Sheriff's Office,VA0360000
5925,Germanna Community College,VA0880300
5926,Russell County Sheriff's Office,VA0830000
5927,State Police: Staunton,VA126SP00
5928,Northumberland County Sheriff's Office,VA0660000
5929,Onley Police Department,VA0010500
5930,Pound Police Department,VA0960400
5931,Old Dominion University,VA1300700
5932,Norfolk Police Department,VA1170000
5933,Clarksville Police Department,VA0580300
5934,Albemarle County Police Department,VA0020300
5935,State Police: Pulaski County,VA077SP00
5936,Department of Motor Vehicles,VADMVRH00
5937,State Police: Manassas,VA075S100
5938,Middletown Police Department,VA0340100
5939,State Police: Amherst County,VA005SP00
5940,Ferrum College,VA0330300
5941,White Stone Police Department,VA0510300
5942,Alleghany County Sheriff's Office,VA0030000
5943,Virginia State Capitol,VA1220300
5944,State Police: Charlottesville,VA102SP00
5945,Hillsville Police Department,VA0180100
5946,Brunswick County Sheriff's Office,VA0130000
5947,Alcoholic Beverage Control Commission,VA0430300
5948,Charlottesville Police Department,VA1020000
5949,Galax Police Department,VA1100000
5950,Alexandria Police Department,VA0990000
5951,Longwood University,VA0730200
5952,Elkton Police Department,VA0820400
5953,Exmore Police Department,VA0650200
5954,Jonesville Police Department,VA0520100
5955,State Police: Craig County,VA023SP00
5956,University of Virginia's College at Wise,VA0960700
5957,Lebanon Police Department,VA0830100
